Name;Length;WingSpan;WingArea;EmptyMass;MaxFuelMass;CritAirSpd;CritAirSpdMach;CritGearSpd;CombatFlaps;TakeoffFlaps;CritFlapsSpd;CritWingOverload;NumEngines;RPM;MaxNitro;NitroConsum;CritAoA
fr_1_fireball;8.382;12.0;25.5;3850.0;1740.0;778.0;0.8;340.0;20.0;33.0;0.1,640.0,1.0,427.0;-113076.0,220000.0;2;450.0,2600.0,2700.0;33.0;0;16.1,-14.0,14.2,-12.5
fury_mk1;8.24;;;1303.0;161.0;;;600.0;0;33.0;0.1,520.4,1.0,320.4;;1;450.0,2500.0,3000.0;0.0;0;
fury_mk2;8.24;;;1362.0;161.0;;;600.0;0;33.0;0.1,520.4,1.0,320.4;;1;450.0,2900.0,3000.0;0.0;0;
fw-190a-1;8.85;10.38;18.3;3192.0;410.0;912.0;0.83;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;-132435.0,264870.0;1;600.0,2700.0,3000.0;0.0;0;17.5,-12.0,17.0,-12.0
fw-190a-4;8.85;;;3340.0;410.0;912.0;;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;;1;600.0,2700.0,3000.0;0.0;0;
fw-190a-5;8.95;10.506;18.3;3353.0;410.0;912.0;0.83;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;-132435.0,264870.0;1;600.0,2700.0,3000.0;0.0;0;17.5,-12.0,15.4,-12.0
fw-190a-5_cannons;8.95;10.506;18.3;3467.0;410.0;912.0;0.83;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;-132435.0,264870.0;1;600.0,2700.0,3000.0;0.0;0;17.5,-12.0,15.4,-12.0
fw-190a-5_u14;8.95;10.506;18.3;3285.0;410.0;912.0;0.83;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;-132435.0,264870.0;1;600.0,2700.0,3000.0;0.0;0;17.5,-12.0,15.4,-12.0
fw-190a-5_u2;8.95;10.506;18.3;3273.0;410.0;912.0;0.83;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;-132435.0,264870.0;1;600.0,2700.0,3000.0;0.0;0;17.5,-12.0,15.4,-12.0
fw-190a-8;8.95;;;3607.0;410.0;912.0;;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;;1;600.0,2700.0,3000.0;0.0;0;
fw-190a-8_france;8.95;;;3457.0;410.0;912.0;;310.0;0;13.0;0.1,900.0,0.33,700.0,1.0,310.0;;1;600.0,2700.0,3000.0;0.0;0;
fw-190c;9.5;;;3613.0;410.0;912.0;;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;;1;500.0,2700.0,2900.0;0.0;0;
fw-190d-12;10.2;;;3728.0;388.0;912.0;;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;;1;1354.0,3250.0,3650.0;85.0;0;
fw-190d-13;10.2;;;3686.0;388.0;912.0;;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;;1;1354.0,3250.0,3650.0;85.0;0;
fw-190d-9;10.2;;;3570.0;388.0;912.0;;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;;1;1354.0,3250.0,3650.0;85.0;0;
fw-190f-8;8.95;10.506;18.3;3457.0;410.0;912.0;0.83;310.0;0;13.0;0.1,900.0,0.13,700.0,0.58,310.0;-132435.0,264870.0;1;600.0,2700.0,3000.0;0.0;0;17.5,-12.0,17.0,-12.0
fw_189a_1;12.025;18.4;37.8;3350.0;324.0;525.0;0.65;190.0;20.0;33.0;0.1,250.0,1.0,185.0;-103005.0,196000.0;2;450.0,3100.0,3400.0;0.0;0;16.5,-17.7,15.0,-15.0
fw_189c_0;12.025;18.4;37.8;3450.0;324.0;525.0;0.65;190.0;20.0;33.0;0.1,250.0,1.0,185.0;-103005.0,196000.0;2;450.0,3100.0,3400.0;0.0;0;16.5,-17.7,15.0,-15.0
fw_200c_1;23.85;32.84;142.58;11429.0;8060.0;450.0;0.7;200.0;0;33.0;0.1,350.0,1.0,200.0;-268650.0,268650.0;4;500.0,2550.0,2650.0;0.0;0;15.0,-11.8,14.0,-13.0
g4m1;19.97;24.88;74.1248;6741.0;3323.0;540.0;0.8;300.0;20.0;33.0;0.1,450.0,1.0,250.0;-186200.0,242060.0;2;600.0,2450.0,3100.0;0.0;0;16.0,-12.0,15.0,-19.0
g5n1;31.015;;;16221.0;9524.0;520.0;;280.0;20.0;33.0;0.1,380.0,1.0,230.0;;4;600.0,2450.0,2600.0;0.0;0;
g8n1;22.935;32.54;112.0;18781.0;11808.0;680.0;0.645;330.0;20.0;33.0;0.1,340.0,1.0,270.0;-314200.0,418950.0;4;600.0,3001.0,3200.0;0.0;0;15.0,-13.0,15.0,-16.5
g_55_serie1;9.372;;;3090.0;405.0;;;260.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;0.0;0;
g_55_serie1_ss0;9.372;;;3030.0;405.0;;;260.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;0.0;0;
g_55s;9.372;;;2990.0;405.0;;;260.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;0.0;0;
g_56;9.372;;;3195.0;435.0;;;360.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;0.0;0;
g_lynx;16.0;;;3350.0;1450.0;;;420.0;0;33.0;0.0,600.0,0.21,564.0,0.33,351.0,1.0,315.0;;;;0.0;0;
gl_832;8.74;14.5;29.46;1108.0;350.0;450.0;0.83;550.0;20.0;33.0;0.1,520.4,1.0,320.4;-127138.0,171757.0;1;450.0,2200.0,2450.0;0.0;0;17.0,-14.5,16.5,-13.0
gladiator_j8a;8.36;12.541;29.1;1732.5;282.0;600.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-62000.0,124000.0;1;450.0,2750.0,3100.0;0.0;0;17.0,-17.0,16.0,-15.0
gladiator_mk1_belgium;8.36;12.541;29.1;1732.5;282.0;560.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-62000.0,124000.0;1;450.0,2750.0,3100.0;0.0;0;17.0,-17.0,16.0,-15.0
gladiator_mk1_china;8.36;12.541;29.1;1732.5;282.0;560.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-62000.0,124000.0;1;450.0,2750.0,3100.0;0.0;0;17.0,-17.0,16.0,-15.0
gladiator_mk2;8.36;12.541;29.1;1732.5;282.0;560.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-62000.0,124000.0;1;450.0,2750.0,3100.0;0.0;0;17.0,-17.0,16.0,-15.0
gladiator_mk2_navy;8.36;12.541;29.1;1864.0;282.0;560.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-62000.0,124000.0;1;450.0,2750.0,3100.0;0.0;0;17.0,-17.0,16.0,-15.0
gladiator_mk2_tuck;8.36;12.541;29.1;1732.5;282.0;560.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-62000.0,124000.0;1;450.0,2750.0,3100.0;0.0;0;17.0,-17.0,16.0,-15.0
go229_v3;7.47;16.8;38.58;4800.0;2400.0;980.0;0.92;450.0;20.0;33.0;0.1,580.4,1.0,380.4;-179812.0,360000.0;1;2700.0,10000.0,12000.0;0.0;0;17.0,-13.35,14.0,-22.0
h145m;16.0;4.0;0.6;1950.0;720.0;300.0;0.6;320.0;0;33.0;0.0,1600.0,0.21,1564.0,0.33,1351.0,1.0,1315.0;-40000.0,83000.0;1;2000.0,6000.0,7500.0;0.0;0;28.6,-28.0,22.6,-21.0
h6k4;24.4;40.0;167.64;12066.0;8824.0;437.0;0.7;450.0;20.0;33.0;0.1,520.4,1.0,320.4;-280000.0,365000.0;4;450.0,2550.0,2800.0;0.0;0;17.0,-11.0,14.0,-12.0
h8k2;28.118;38.0;160.0;17474.5;12158.7;560.0;0.7;450.0;20.0;33.0;0.1,420.0,1.0,260.0;-512695.0,683550.0;4;150.0,2600.0,3000.0;100.0;0;
h8k3;28.118;38.0;160.0;17474.5;12158.7;560.0;0.7;450.0;20.0;33.0;0.1,420.0,1.0,260.0;-512695.0,683550.0;4;150.0,2600.0,3000.0;100.0;0;
h_34;17.51;;;3870.0;757.0;;;420.0;0;33.0;0.0,600.0,0.21,564.0,0.33,351.0,1.0,315.0;;;;0.0;0;
h_34_france;17.51;;;3870.0;757.0;;;420.0;0;33.0;0.0,600.0,0.21,564.0,0.33,351.0,1.0,315.0;;;;0.0;0;
h_75a_1_france;8.69;;;2122.0;379.8;;;290.0;20.0;33.0;0.1,520.4,1.0,232.0;;;;0.0;0;
h_75a_2_finland;8.69;;;2194.0;379.8;;;290.0;20.0;33.0;0.1,520.4,1.0,232.0;;;;0.0;0;
h_75a_4_france;8.69;;;2198.0;379.7;;;290.0;20.0;33.0;0.1,520.4,1.0,232.0;;;;0.0;0;
h_75m_china;8.69;11.37;21.93;1878.0;379.7;710.0;0.68;290.0;20.0;33.0;0.1,520.4,1.0,232.0;-88325.0,149373.0;1;600.0,2200.0,2850.0;0.0;0;17.57,-17.7,16.0,-15.0
halifax_mk3;21.82;31.75;117.9;16000.0;5980.0;541.0;0.7;260.0;20.0;33.0;0.1,520.0,1.0,260.0;-396900.0,600000.0;4;450.0,2800.0,3200.0;0.0;0;16.0,-13.0,21.9,-16.0
harrier_frs1;14.3;7.7;18.6;5910.0;2335.0;1463.0;1.25;648.0;0;33.0;0.1,1111.0,0.32,926.0,1.0,556.0;-220000.0,560000.0;1;4900.0,7510.0,10000.0;223.0;0;23.0,-23.0,26.0,-21.0
harrier_gr1;14.3;7.7;18.6;5520.0;2292.0;1463.0;1.25;648.0;0;33.0;0.1,1111.0,0.32,926.0,1.0,556.0;-220000.0,560000.0;1;4800.0,7460.0,10000.0;223.0;0;23.0,-23.0,26.0,-21.0
harrier_gr3;14.3;7.7;18.6;5570.0;2335.0;1463.0;1.25;648.0;0;33.0;0.1,1111.0,0.32,926.0,1.0,556.0;-220000.0,560000.0;1;4900.0,7510.0,10000.0;223.0;0;23.0,-23.0,26.0,-21.0
harrier_gr7;14.36;9.25;21.6;5705.0;3520.0;1137.0;1.1;648.0;0;33.0;0.2,973.0,0.32,833.0,1.0,556.0;-220000.0,560000.0;1;4900.0,7510.0,10000.0;227.0;0;25.0,-22.0,27.0,-21.0
harrier_t10;15.8;9.25;21.6;6627.0;3520.0;1137.0;1.1;648.0;0;33.0;0.2,973.0,0.32,833.0,1.0,556.0;-220000.0,560000.0;1;4900.0,7510.0,10000.0;227.0;0;25.0,-22.0,27.0,-21.0
hawk_200;11.35;9.94;16.7;4135.0;2308.0;1115.0;1.26;437.0;20.0;33.0;0.1,615.0,1.0,410.0;-165500.0,335500.0;1;4600.0,11650.0,11952.0;0.0;0;18.0,-17.5,14.0,-15.0
hawk_200_rda;11.35;9.94;16.7;4125.0;2308.0;1115.0;1.26;437.0;20.0;33.0;0.1,615.0,1.0,410.0;-165500.0,335500.0;1;4600.0,11650.0,11952.0;0.0;0;18.0,-17.5,14.0,-15.0
hawk_209_indonesia;11.35;9.94;16.7;4215.0;2308.0;1115.0;1.26;437.0;20.0;33.0;0.1,615.0,1.0,410.0;-165500.0,335500.0;1;4600.0,11650.0,11952.0;0.0;0;18.0,-17.5,14.0,-15.0
hawk_iii;7.14;12.76;24.32;1517.0;310.0;600.0;0.7;280.0;0;33.0;0.1,320.0,0.5,240.0,1.0,190.0;-57494.0,114989.0;1;500.0,2200.0,2520.0;0.0;0;17.5,-12.0,17.0,-12.0
hawk_t1a;11.9;9.4;16.7;4204.0;2216.0;1115.0;1.26;437.0;20.0;33.0;0.1,615.0,1.0,410.0;-165500.0,335500.0;1;4600.0,11650.0,11952.0;0.0;0;18.0,-17.5,14.0,-15.0
he-111h-16_winter;16.4;22.6;86.2;7100.0;3000.0;480.0;0.6;300.0;20.0;33.0;0.1,350.0,1.0,260.0;-156380.0,200380.0;2;420.0,2600.0,2750.0;0.0;0;14.0,-13.0,12.0,-10.0
he-111h-2;16.4;22.6;86.2;6700.0;2050.0;480.0;0.6;350.0;20.0;33.0;0.1,420.0,1.0,260.0;-156380.0,200380.0;2;420.0,2400.0,2550.0;0.0;0;14.0,-13.0,12.0,-10.0
he-111h-6;16.4;22.6;86.2;7020.0;3000.0;480.0;0.6;350.0;20.0;33.0;0.1,420.0,1.0,260.0;-156380.0,200380.0;2;420.0,2600.0,2750.0;0.0;0;14.0,-13.0,12.0,-10.0
he-162a-2;9.05;;;1877.0;475.0;;;350.0;20.0;33.0;0.1,700.0,1.0,500.0;;;;0.0;0;
he-177a-5;20.4;31.44;102.0;19100.0;6248.8;682.5;0.7;260.0;20.0;33.0;0.1,450.0,1.0,280.0;-205000.0,510000.0;2;500.0,2800.0,3150.0;0.0;0;16.0,-11.8,15.0,-15.0
he51a1;8.438;13.75;27.23;1601.0;152.0;500.0;0.7;500.0;20.0;33.0;0.1,520.4,1.0,320.4;-46107.0,101435.0;1;600.0,1700.0,2000.0;0.0;0;18.0,-15.0,17.0,-15.0
he51b1;8.438;13.75;27.23;1621.0;303.0;550.0;0.7;550.0;20.0;33.0;0.1,520.4,1.0,320.4;-55328.0,110657.0;1;600.0,1700.0,2000.0;0.0;0;18.0,-15.0,17.0,-15.0
he51b_2w;8.438;13.75;27.23;1757.0;152.0;500.0;0.7;500.0;20.0;33.0;0.1,520.4,1.0,320.4;-46107.0,101435.0;1;600.0,1700.0,2000.0;0.0;0;18.0,-15.0,17.0,-15.0
he51c1;8.438;13.75;27.23;1635.0;303.0;550.0;0.7;550.0;20.0;33.0;0.1,520.4,1.0,320.4;-55328.0,110657.0;1;600.0,1700.0,2000.0;0.0;0;18.0,-15.0,17.0,-15.0
he51c1_late;8.438;13.75;27.23;1647.0;303.0;550.0;0.7;550.0;20.0;33.0;0.1,520.4,1.0,320.4;-55328.0,110657.0;1;600.0,1700.0,2000.0;0.0;0;18.0,-15.0,17.0,-15.0
he_100d_1;8.2;;;2158.0;250.0;820.0;;320.0;20.0;33.0;0.1,500.0,0.5,450.0,0.7,390.0,1.0,280.0;;1;450.0,2400.0,3000.0;0.0;0;
he_112a_0;8.9;11.5;21.6;1900.0;200.0;680.0;0.7;300.0;20.0;33.0;0.1,420.0,1.0,270.0;-87572.8,109466.0;1;400.0,2700.0,2800.0;0.0;0;15.2,-14.0,14.1,-20.0
he_112b_0;9.3;9.1;16.98;1911.0;200.0;730.0;0.8;300.0;20.0;33.0;0.1,520.4,1.0,320.4;-87572.8,109466.0;1;400.0,2700.0,2800.0;0.0;0;15.2,-14.0,14.1,-20.0
he_112b_1;9.3;9.1;16.98;1911.0;200.0;730.0;0.8;300.0;20.0;33.0;0.1,520.4,1.0,320.4;-87572.8,109466.0;1;400.0,2700.0,2800.0;0.0;0;15.2,-14.0,14.1,-20.0
he_112b_2;9.3;9.1;16.98;2000.0;200.0;730.0;0.8;300.0;20.0;33.0;0.1,520.4,1.0,320.4;-87572.8,109466.0;1;445.0,2700.0,2800.0;0.0;0;15.2,-14.0,14.1,-20.0
he_112v_5;8.9;11.5;21.6;1900.0;200.0;680.0;0.7;300.0;20.0;33.0;0.1,420.0,1.0,270.0;-87572.8,109466.0;1;400.0,2700.0,2800.0;0.0;0;15.2,-14.0,14.1,-20.0
he_115a_2_sweden;17.3;22.2;87.48;6560.0;1780.0;480.0;0.6;350.0;20.0;33.0;0.1,420.0,1.0,260.0;-156380.0,200380.0;2;500.0,2550.0,2650.0;0.0;0;14.0,-13.0,12.0,-10.0
he_115c_1;17.3;22.2;87.48;7145.0;2550.0;480.0;0.6;350.0;20.0;33.0;0.1,420.0,1.0,260.0;-156380.0,200380.0;2;500.0,2550.0,2650.0;0.0;0;14.0,-13.0,12.0,-10.0
he_219a_7;15.54;18.5;44.49;10800.0;1925.0;787.0;0.75;310.0;0;33.0;0.1,490.0,1.0,310.0;-450000.0,690000.0;2;500.0,2700.0,3200.0;0.0;0;17.2,-14.5,20.0,-14.0
hkp2;16.0;4.0;0.6;890.0;440.0;300.0;0.6;320.0;0;33.0;0.0,1600.0,0.21,1564.0,0.33,1351.0,1.0,1315.0;-40000.0,83000.0;1;5000.0,34000.0,39000.0;0.0;0;28.6,-28.0,22.6,-21.0
hkp3c;15.0;3.2;1.26;2390.0;833.0;450.0;0.79;420.0;0;33.0;0.0,600.0,0.21,564.0,0.33,351.0,1.0,315.0;-100000.0,250000.0;1;3000.0,6600.0,10000.0;0.0;0;28.6,-28.0,22.6,-21.0
hkp9a_cb2;16.0;;;1420.0;444.0;;;320.0;0;33.0;0.0,1600.0,0.21,1564.0,0.33,1351.0,1.0,1315.0;;;;0.0;0;
hkp9a_cb3_fc;16.0;;;1420.0;444.0;;;320.0;0;33.0;0.0,1600.0,0.21,1564.0,0.33,1351.0,1.0,1315.0;;;;0.0;0;
hornet_mk1;12.0;13.7;33.48;5970.0;1185.0;826.0;0.8;324.0;20.0;33.0;0.1,380.0,1.0,287.0;-158000.0,320000.0;1;450.0,3000.0,3300.0;0.0;0;
hornet_mk3;12.0;13.7;33.48;6050.0;1761.0;826.0;0.8;324.0;20.0;33.0;0.1,380.0,1.0,287.0;-158000.0,320000.0;1;450.0,3000.0,3300.0;0.0;0;
hp52_hampden;12.7;;;3745.0;1489.3;;;225.0;20.0;33.0;0.1,401.0,1.0,201.0;;;;0.0;0;
hp52_hampden_mk1_late;16.25;21.1328;62.1;6583.0;1442.0;506.0;0.75;225.0;20.0;33.0;0.1,410.0,1.0,210.0;-125167.0,208612.0;2;600.0,2600.0,2825.0;0.0;0;21.0,-12.0,17.0,-17.0
hp52_hampden_tbmk1;16.25;21.1328;62.1;6683.0;1442.0;506.0;0.75;225.0;20.0;33.0;0.1,410.0,1.0,210.0;-125167.0,208612.0;2;600.0,2600.0,2825.0;0.0;0;21.0,-12.0,17.0,-17.0
hp52_hampden_tbmk1_ussr_utk1;16.25;21.1328;62.1;6700.0;1442.0;506.0;0.75;225.0;20.0;33.0;0.1,410.0,1.0,210.0;-125167.0,208612.0;2;600.0,2600.0,2825.0;0.0;0;21.0,-12.0,17.0,-17.0
hp_12;19.158;30.0;153.08;3856.0;234.0;640.0;0.7;450.0;20.0;33.0;0.1,520.4,1.0,320.4;-103005.0,206010.0;2;600.0,1800.0,2000.0;0.0;0;16.0,-17.7,15.0,-15.0
hs-129b-2;9.84;14.2;29.0;4517.0;450.0;630.0;0.69;295.0;0;33.0;0.1,314.0,0.33,272.0,1.0,245.0;-165370.0,257250.0;2;450.0,3030.0,3420.0;0.0;0;16.0,-14.5,14.5,-13.5
hs-129b-3;9.84;14.2;29.0;4517.0;450.0;630.0;0.69;295.0;0;33.0;0.1,314.0,0.33,272.0,1.0,245.0;-165370.0,257250.0;2;450.0,3030.0,3420.0;0.0;0;16.0,-14.5,14.5,-13.5
hs_123a_1;8.66;;;1649.0;200.0;;;590.0;20.0;33.0;0.1,320.0,0.5,240.0,1.0,190.0;;;;0.0;0;
hudson_mk_v;13.51;19.96;51.18;5985.0;1754.0;564.0;0.65;235.0;20.0;33.0;0.1,340.0,1.0,235.0;-198000.0,396000.0;2;300.0,2700.0,2900.0;0.0;0;17.0,-13.0,16.5,-12.0
hunter_f1;12.8;10.26;31.56;5970.31;1190.0;1193.0;1.6;450.0;20.0;33.0;0.1,648.0,1.0,465.0;-203792.0,430000.0;1;2750.0,7900.0,10000.0;0.0;0;15.9,-14.0,14.5,-17.0
hunter_f4_mk50;12.8;10.26;31.56;6210.0;2270.0;1193.0;1.6;450.0;20.0;33.0;0.1,648.0,1.0,465.0;-203792.0,430000.0;1;2750.0,7900.0,10000.0;0.0;0;15.9,-14.0,14.5,-17.0
hunter_f58a;12.8;10.26;31.56;6110.0;2448.0;1225.0;1.6;450.0;20.0;33.0;0.1,648.0,1.0,465.0;-245000.0,540000.0;1;2750.0,8000.0,10000.0;0.0;0;16.1,-14.0,14.5,-17.0
hunter_f6;12.8;10.26;31.56;6400.0;2448.6;1193.0;1.6;450.0;20.0;33.0;0.1,648.0,1.0,465.0;-225000.0,470000.0;1;2750.0,8000.0,10000.0;0.0;0;16.1,-14.0,14.5,-17.0
hunter_f6_holland;12.8;10.26;31.56;6400.0;2448.0;1193.0;1.6;450.0;20.0;33.0;0.1,648.0,1.0,465.0;-225000.0,470000.0;1;2750.0,8000.0,10000.0;0.0;0;16.1,-14.0,14.5,-17.0
hunter_f9;12.8;10.26;31.56;6110.0;2448.6;1225.0;1.6;450.0;20.0;33.0;0.1,648.0,1.0,465.0;-245000.0,540000.0;1;2750.0,8000.0,10000.0;0.0;0;16.1,-14.0,14.5,-17.0
hurricane_mk1;9.58;12.192;23.93;2619.0;314.0;660.0;0.79;320.0;20.0;33.0;0.1,285.0,0.4,235.0,1.0,202.0;-101386.0,180806.0;1;600.0,3000.0,3600.0;0.0;0;18.0,-8.0,17.0,-14.0
hurricane_mk1b;9.58;12.192;23.93;2899.0;314.0;660.0;0.79;320.0;20.0;33.0;0.1,285.0,0.4,235.0,1.0,202.0;-101386.0,180806.0;1;600.0,3000.0,3600.0;0.0;0;18.0,-8.0,17.0,-14.0
hurricane_mk1c;9.58;12.192;23.93;2949.0;314.0;660.0;0.79;320.0;20.0;33.0;0.1,285.0,0.4,235.0,1.0,202.0;-101386.0,180806.0;1;600.0,3000.0,3600.0;0.0;0;18.0,-8.0,17.0,-14.0
hurricane_mk4;9.58;12.192;23.93;2873.0;314.0;660.0;0.79;320.0;20.0;33.0;0.1,285.0,0.4,235.0,1.0,202.0;-101386.0,180806.0;1;600.0,3000.0,3600.0;0.0;0;18.0,-8.0,17.0,-14.0
hurricanemkii;9.58;12.192;23.93;2881.0;314.0;660.0;0.79;320.0;20.0;33.0;0.1,285.0,0.4,235.0,1.0,202.0;-101386.0,180806.0;1;600.0,3000.0,3600.0;0.0;0;18.0,-8.0,17.0,-14.0
hurricanemkii_ussr;9.58;12.192;23.93;2731.0;314.0;660.0;0.79;320.0;20.0;33.0;0.1,285.0,0.4,235.0,1.0,202.0;-101386.0,180806.0;1;600.0,3000.0,3600.0;0.0;0;18.0,-8.0,17.0,-14.0
i-153_m62;6.175;12.24;22.14;1489.0;240.0;580.0;0.7;450.0;0;33.0;0.1,520.4,1.0,320.4;-55407.0,112545.0;1;500.0,2200.0,2400.0;0.0;0;21.0,-16.0,21.0,-16.0
i-153p;6.175;12.24;22.14;1489.0;240.0;580.0;0.7;450.0;0;33.0;0.1,520.4,1.0,320.4;-55407.0,112545.0;1;500.0,2200.0,2350.0;0.0;0;21.0,-16.0,21.0,-16.0
i-15_1934;6.1;9.75;23.55;1071.0;160.0;560.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-26923.0,67306.0;1;400.0,1960.0,2350.0;0.0;0;18.0,-16.0,17.0,-16.0
i-15_1935;6.1;9.75;23.55;926.0;232.0;560.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-26923.0,67306.0;1;300.0,2000.0,2200.0;0.0;0;18.0,-16.0,17.0,-16.0
i-15_1935_moscow;6.1;9.75;23.55;1079.0;232.0;560.0;0.75;560.0;0;33.0;0.1,520.4,1.0,320.4;-26923.0,67306.0;1;400.0,2100.0,2350.0;0.0;0;18.0,-16.0,17.0,-16.0
i-15bis;6.275;12.36;22.5;1376.0;225.0;580.0;0.7;580.0;0;20.0;;-54200.0,108400.0;1;400.0,2200.0,2500.0;0.0;0;18.5,-16.0,,
i-15bis_krasnolutsky;6.275;12.36;22.5;1376.0;225.0;580.0;0.7;580.0;0;20.0;;-54200.0,108400.0;1;400.0,2200.0,2500.0;0.0;0;18.5,-16.0,,
i-16_chung_28;5.985;9.0;12.38;1286.0;150.0;660.0;0.75;260.0;20.0;33.0;;-44463.0,103746.0;1;500.0,2200.0,2520.0;0.0;0;19.0,-15.0,17.0,-12.0
i-16_type10;6.074;9.004;12.38;1431.0;150.0;700.0;0.75;260.0;0;33.0;1.0,260.0;-66218.0,132435.0;1;400.0,2200.0,2500.0;0.0;0;
i-16_type17;6.074;9.004;12.38;1513.0;150.0;700.0;0.75;260.0;0;33.0;1.0,260.0;-66218.0,132435.0;1;400.0,2200.0,2500.0;0.0;0;
i-16_type18;6.074;9.004;12.38;1546.0;150.0;700.0;0.75;260.0;0;33.0;1.0,260.0;-66218.0,132435.0;1;500.0,2200.0,2350.0;0.0;0;
i-16_type24;6.13;9.004;12.38;1597.0;150.0;700.0;0.75;260.0;20.0;33.0;0.1,420.0,0.5,320.0,1.0,260.0;-66218.0,132435.0;1;500.0,2300.0,2500.0;0.0;0;
i-16_type27;6.074;9.004;12.38;1511.0;150.0;700.0;0.75;260.0;0;33.0;1.0,260.0;-66218.0,132435.0;1;500.0,2200.0,2350.0;0.0;0;
i-16_type28;6.13;9.004;12.38;1691.0;150.0;700.0;0.75;260.0;20.0;33.0;0.1,420.0,0.5,320.0,1.0,260.0;-66218.0,132435.0;1;500.0,2300.0,2500.0;0.0;0;
i-16_type5;5.985;9.0;12.38;1237.9;150.0;700.0;0.75;260.0;20.0;33.0;1.0,700.0;-44463.0,103746.0;1;400.0,2100.0,2350.0;0.0;0;
i-225;9.5;;;3290.0;325.0;820.0;;320.0;0;33.0;0.1,400.0,0.5,320.0,1.0,280.0;;1;500.0,2500.0,2700.0;0.0;0;
i_180;6.88;;;2113.0;280.0;;;260.0;0;33.0;0.1,420.0,0.5,320.0,1.0,250.0;;1;450.0,2375.0,2800.0;0.0;0;
i_180_event01;6.88;;;2113.0;280.0;;;260.0;0;33.0;0.1,420.0,0.5,320.0,1.0,250.0;;1;450.0,2375.0,2800.0;0.0;0;
i_180_event02;6.88;;;2113.0;280.0;;;260.0;0;33.0;0.1,420.0,0.5,320.0,1.0,250.0;;1;450.0,2375.0,2800.0;0.0;0;
i_180_event04;6.88;;;2113.0;280.0;;;260.0;0;33.0;0.1,420.0,0.5,320.0,1.0,250.0;;1;450.0,2375.0,2800.0;0.0;0;
i_185_m71_standard;8.05;9.8;13.53;3147.0;480.0;800.0;0.81;320.0;20.0;33.0;0.1,400.0,0.5,320.0,1.0,280.0;-112563.0,225125.0;1;600.0,2300.0,2630.0;0.0;0;22.0,-18.0,18.0,-18.0
i_185_m82;8.1;9.8;13.53;2782.0;480.0;800.0;0.81;320.0;20.0;33.0;0.1,400.0,0.5,320.0,1.0,280.0;-112563.0,225125.0;1;500.0,2400.0,2700.0;0.0;0;22.0,-18.0,18.0,-18.0
i_29;9.8;14.0;31.1866;4086.0;935.0;680.0;0.75;320.0;0;33.0;0.1,380.0,1.0,280.0;-254722.0,445763.0;2;450.0,2700.0,2850.0;0.0;0;18.1,-13.0,17.0,-14.5
ia_58a_pucara;13.9;14.5;30.3;3837.0;1024.0;788.0;0.62;463.0;20.0;33.0;0.1,477.8,1.0,260.0;-77636.0,187259.0;2;1000.0,43000.0,50000.0;16.0;0;16.7,-13.0,16.0,-14.5
iar-81c;8.97;11.0;16.5;2383.0;330.0;680.0;0.72;280.0;20.0;33.0;0.1,800.0,0.5,780.0,1.0,750.0;-117232.0,156310.0;1;400.0,2300.05,2800.0;0.0;0;
iar_316b;16.0;;;950.0;453.0;;;320.0;0;33.0;0.0,1600.0,0.21,1564.0,0.33,1351.0,1.0,1315.0;;;;0.0;0;
iar_81c_db_605;9.0;11.0;16.5;2700.0;330.0;680.0;0.72;280.0;20.0;33.0;0.1,800.0,0.5,780.0,1.0,750.0;-117232.0,156310.0;1;500.0,2800.0,3150.0;0.0;0;17.0,-12.0,17.0,-19.0
iar_93b;13.23;9.35;26.0;5780.0;2872.0;1186.0;1.09;475.0;0;33.0;0.2,936.0,1.0,400.0;-215000.0,365000.0;1;5500.0,13800.0,14500.0;0.0;0;24.0,-20.0,26.5,-19.0
